name,hall_of_fame_class,year_drafted,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,eff
Michael Ruffin,,1999,71,13.7,2.2,0.8,1.9,42,0,0,0,0.6,1.2,48.9,1.6,1.9,3.5,0.6,0.4,0.4,0.8,4.5
Milt Palacio,,1999,53,7.4,2,0.8,1.8,43.9,0,0,0,0.4,0.7,59.5,0.3,0.6,1,0.9,0.4,0,0.8,2.1
Obinna Ekezie,,1999,39,9,3.2,1.1,2.3,46.6,0,0,0,1.1,1.6,67.2,0.9,1.5,2.4,0.2,0.2,0.1,0.7,3.7
Quincy Lewis,,1999,74,12.1,3.8,1.5,4,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,1.5,0.5,0.3,0.2,0.6,3.1
Richard Hamilton,,1999,71,19.3,9,3.6,8.5,42,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,6.3
Roy Rogers,,1999,40,8.9,2.2,0.9,2.2,39.8,0,0,0,0.5,1,46.3,0.8,1.2,2,0.2,0.1,0.9,0.3,3.3
Ryan Bowen,,1999,52,11.3,2.5,0.9,2.3,39.3,0,0.2,11.1,0.7,1,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,4.2
Scott Padgett,,1999,47,9.2,2.6,0.9,3,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1.9,0.5,0.3,0.2,0.5,2.7
Shawn Marion,,1999,51,24.7,10.2,4.4,9.2,47.1,0.1,0.4,18.2,1.4,1.7,84.7,2.1,4.5,6.5,1.4,0.8,1,1,13.7
Steve Francis,,1999,77,36.1,18,6.5,14.5,44.5,1.4,4,34.5,3.7,4.7,78.6,2,3.3,5.3,6.6,1.5,0.4,4,18.8
Todd MacCulloch,,1999,56,9.4,3.7,1.6,2.9,55.3,0,0,0,0.5,1,51.9,0.9,1.8,2.6,0.2,0.2,0.7,0.5,5.2
Vonteego Cummings,,1999,75,23.9,9.4,3.5,8.7,40.5,0.7,2,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,9
Wally Szczerbiak,,1999,73,29.7,11.6,4.7,9.2,51.1,0.4,1.1,35.9,1.8,2.2,82.6,1.2,2.5,3.7,2.8,0.8,0.3,1.1,13.2
William Avery,,1999,59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0,0.7,2
Chris Mihm,,2000,59,19.8,7.6,2.9,6.6,44.2,0,0,0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,0.3,0.9,1.4,8.3
Chris Porter,,2000,51,22.5,8.6,3.4,8.7,38.9,0,0.1,0,1.8,2.8,66.7,1.7,2,3.7,1.2,0.9,0.1,1.2,7.1
Courtney Alexander,,2000,65,21.3,9.5,3.7,8.8,41.7,0.3,0.7,37,1.9,2.3,82,0.6,1.6,2.2,1,0.7,0.1,1.1,6.7
Dalibor Bagaric,,2000,35,7.4,1.3,0.5,1.9,26.2,0,0,0,0.4,0.8,46.4,0.6,1,1.6,0.3,0.3,0.5,0.6,1.5
Daniel Santiago,,2000,54,10.8,3.1,1.2,2.5,47.8,0,0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,3.4
Darius Miles,,2000,81,26.3,9.4,3.9,7.8,50.5,0,0.2,5.3,1.5,2.9,52.1,1.6,4.3,5.9,1.2,0.6,1.5,1.8,11.6
DerMarr Johnson,,2000,78,16.8,5.1,1.9,5,37.4,0.5,1.6,32.3,0.8,1.1,73.6,0.7,1.6,2.3,0.8,0.6,0.4,1.2,4.5
DeShawn Stevenson,,2000,40,7.3,2.2,0.8,2.3,34.1,0,0.3,8.3,0.7,1,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1.2
Desmond Mason,,2000,78,19.5,5.9,2.4,5.6,43.1,0.2,0.9,26.9,0.9,1.2,73.6,0.9,2.3,3.2,0.8,0.5,0.3,0.7,6.5
Dragan Tarlac,,2000,43,13.9,2.4,0.9,2.3,39.4,0,0,0,0.6,0.8,75.8,0.9,2,2.8,0.7,0.2,0.4,0.9,4.1
Eddie House,,2000,50,11,5,2.1,4.9,42.1,0.4,1.1,34.5,0.5,0.7,68.6,0.1,0.7,0.8,1,0.3,0,0.7,3.4
Eduardo Najera,,2000,40,10.8,3.3,1.5,2.8,52.3,0,0.1,33.3,0.4,0.8,42.4,1,1.4,2.4,0.7,0.3,0.2,0.4,4.6
Hanno Mottola,,2000,73,13.5,4.4,1.7,3.8,44.4,0,0,0,1,1.2,81.1,0.7,1.7,2.4,0.3,0.1,0.1,0.9,4.1
Hedo Turkoglu,,2000,74,16.8,5.3,1.9,4.5,41.2,0.4,1.2,32.6,1.2,1.5,77.7,0.7,2.2,2.8,0.9,0.7,0.3,0.7,6.3
Jake Tsakalidis,,2000,57,16.6,4.5,1.8,3.8,47,0,0,0,0.9,1.6,59.3,1.5,2.8,4.2,0.3,0.2,1,1.2,6.4
Jamaal Magloire,,2000,74,14.8,4.6,1.6,3.7,45,0,0,0,1.3,2,65.5,1.4,2.6,4,0.4,0.2,1.1,0.8,6.7
Jamal Crawford,,2000,61,17.2,4.6,1.8,5,35.2,0.7,1.9,35,0.4,0.6,79.4,0.1,1.3,1.5,2.3,0.7,0.2,1.4,4.6
Juan Sanchez,,2000,29,5.2,0.7,0.3,1,32.1,0,0,0,0.1,0.1,100,0.1,0.4,0.5,1.4,0.4,0,0.2,2.2
Kenyon Martin,,2000,68,33.4,12,5.1,11.4,44.5,0,0.2,9.1,1.8,2.8,63,2,5.4,7.4,1.9,1.1,1.7,2,14.7
Keyon Dooling,,2000,76,16.3,5.9,1.9,4.8,40.9,0.4,1.1,35,1.6,2.4,69.8,0.1,1.1,1.2,2.3,0.5,0.1,1.2,5.3
Khalid El-Amin,,2000,50,18.7,6.3,2.3,6.2,37,0.6,1.7,33.3,1.1,1.4,77.8,0.4,1.2,1.6,2.9,1,0,1.1,6.5
Lee Nailon,,2000,42,11.2,3.9,1.6,3.2,48.5,0,0,0,0.8,1,74.4,0.7,1.5,2.2,0.6,0.2,0.1,0.6,4.4
Marc Jackson,,2000,48,29.4,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4,80.2,2.5,5,7.5,1.2,0.7,0.6,1.9,14.8
Marcus Fizer,,2000,72,21.9,9.5,3.9,9,43,0.1,0.5,25.6,1.6,2.2,72.7,1.1,3.3,4.3,1.1,0.4,0.3,1.7,8.1
Mark Blount,,2000,64,17.2,3.9,1.6,3.1,50.5,0,0,0,0.7,1,69.7,1.5,2.1,3.6,0.5,0.6,1.2,1,7
Mark Madsen,,2000,70,9.2,2,0.8,1.6,48.7,0,0,100,0.4,0.5,70.3,1.1,1.1,2.2,0.3,0.1,0.1,0.4,3.3
Mateen Cleaves,,2000,78,16.3,5.4,2.1,5.1,40,0.1,0.2,29.4,1.2,1.8,70.8,0.3,1.4,1.7,2.7,0.6,0,1.8,5
Mike Miller,,2000,82,29.1,11.9,4.5,10.3,43.6,1.8,4.4,40.7,1.1,1.6,71.1,0.8,3.2,4,1.7,0.6,0.2,1.2,11
Mike Penberthy,,2000,53,16.1,5,1.7,4.2,41.4,1,2.6,39.6,0.5,0.6,90.3,0.2,1,1.2,1.3,0.4,0,0.6,4.9
Morris Peterson,,2000,80,22.6,9.3,3.6,8.4,43.1,0.8,2.1,38.2,1.3,1.8,71.7,1.4,1.8,3.2,1.3,0.8,0.3,1,8.7
Paul McPherson,,2000,55,10.8,4.8,2,3.9,50.5,0,0.2,16.7,0.8,1.1,72.4,0.7,0.7,1.4,0.7,0.5,0.1,0.8,4.3
Quentin Richardson,,2000,76,17.9,8.1,3.1,6.9,44.2,0.7,2,33.1,1.3,2.1,62.7,1.4,2,3.4,0.8,0.6,0.1,0.8,7.4
Stephen Jackson,,2000,77,21.6,8.2,3.2,7.4,42.5,0.7,2,33.5,1.3,1.8,71.9,0.5,2.2,2.7,1.8,1.1,0.2,1.7,7.6
Stromile Swift,,2000,80,16.4,4.9,1.9,4.2,45.1,0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1,0.8,6.8
Alton Ford,,2001,53,8.5,3.1,1.2,2.2,51.7,0,0,0,0.8,1.1,73.7,0.6,1.4,2,0.1,0.1,0.1,0.6,3.5
Andrei Kirilenko,,2001,82,26.2,10.7,3.5,7.7,45,0.3,1.2,25,3.5,4.5,76.8,1.8,3.1,4.9,1.1,1.4,1.9,1.3,13.5
Brandon Armstrong,,2001,35,5.6,1.8,0.8,2.4,31.8,0.1,0.5,29.4,0.1,0.3,50,0.3,0.2,0.5,0.2,0.2,0,0.2,0.7
Brendan Haywood,,2001,62,20.4,5.1,1.8,3.6,49.3,0,0,0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,8.9
Carlos Arroyo,,2001,37,10,3,1.3,3,44.1,0,0.1,0,0.4,0.5,72.2,0.3,0.8,1.1,1.9,0.3,0,0.6,3.9
Earl Watson,,2001,64,15.1,3.6,1.5,3.3,45.3,0.3,0.7,36.4,0.4,0.6,63.9,0.5,0.8,1.3,2,0.9,0.1,0.8,5.1
Eddie Griffin,,2001,73,26,8.8,3.3,9.1,36.6,1.2,3.7,33,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,10.6
Eddy Curry,,2001,72,16,6.7,2.6,5.2,50.1,0,0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1,7.5
Etan Thomas,,2001,47,13.1,4.3,1.7,3.2,53.6,0,0,0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.4,0.7,0.6,6.7
Gerald Wallace,,2001,54,8,3.2,1.4,3.2,42.9,0,0.1,0,0.4,0.9,50,0.9,0.7,1.6,0.5,0.3,0.1,0.4,3.1
Gilbert Arenas,,2001,47,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,2.8,3.7,1.5,0.2,2.1,11.8
Jamaal Tinsley,,2001,80,30.5,9.4,3.6,9.5,38,0.5,2.2,24,1.6,2.3,70.4,1,2.8,3.7,8.1,1.7,0.5,3.4,13.5
Jarron Collins,,2001,70,20.6,6.4,2.3,4.9,46.1,0,0,0,1.9,2.6,74,2,2.3,4.2,0.8,0.4,0.3,0.8,8.1
Jason Collins,,2001,77,18.3,4.5,1.5,3.6,42.1,0,0,50,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,6.8
Jason Richardson,,2001,80,32.9,14.4,5.8,13.6,42.6,1,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3,1.3,0.4,2,12.6
Joe Crispin,,2001,21,7.4,3.8,1.2,3.2,38.2,0.7,1.9,38.5,0.6,0.6,92.3,0.1,0.4,0.5,1.2,0.2,0,0.5,3.2
Joe Johnson,,2001,77,24.9,7.5,3.3,7.6,43,0.5,1.7,29.2,0.5,0.7,77.4,1,2.4,3.3,2.3,0.8,0.3,0.9,8.8
Kenny Satterfield,,2001,36,15.6,5.3,2,5.5,36.7,0.2,0.8,25.9,1,1.3,78.3,0.5,1,1.4,3,0.9,0,1.5,5.3
Kwame Brown,,2001,57,14.3,4.5,1.6,4.3,38.7,0,0,0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.3,0.5,0.8,5.6
Loren Woods,,2001,60,8.6,1.8,0.6,1.6,34.4,0,0,0,0.7,1,73.3,0.8,1.3,2,0.4,0.3,0.6,0.6,3.2
Oscar Torres,,2001,65,16.6,6,2.1,5.2,39.6,0.6,1.9,29.4,1.3,1.6,78.1,0.7,1.2,1.9,0.6,0.4,0.1,0.8,4.7
Pau Gasol,,2001,82,36.7,17.6,6.7,13,51.8,0,0.1,20,4.1,5.8,70.9,2.9,6,8.9,2.7,0.5,2.1,2.7,21.1
Predrag Drobnjak,,2001,64,18.3,6.8,3,6.5,46.1,0,0,0,0.9,1.1,75.3,1.2,2.3,3.4,0.8,0.3,0.5,0.8,7.3
Richard Jefferson,,2001,79,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,9.9
Shane Battier,,2001,78,39.7,14.4,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70,2.3,3.1,5.4,2.8,1.6,1,2,15
Speedy Claxton,,2001,67,22.8,7.2,2.7,6.7,40,0.1,0.5,12.1,1.7,2,83.8,0.7,1.7,2.4,3,1.4,0.1,1.4,8.2
Steven Hunter,,2001,53,9.7,3.6,1.3,2.8,45.6,0,0,0,1,1.8,58.5,0.8,1.1,1.8,0.1,0.1,0.8,0.3,3.8
Terence Morris,,2001,68,16.3,3.8,1.6,4.3,38.4,0.2,1.1,19.2,0.3,0.4,64.3,1.1,2,3.1,0.9,0.3,0.4,0.7,5.1
Tierre Brown,,2001,40,10.1,3.1,1.2,2.9,42.6,0.1,0.3,33.3,0.5,0.7,75,0.3,0.8,1.1,1.8,0.5,0.1,1,3.6
Tony Parker,,2001,77,29.4,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,1.2,0.1,2,9.8
Trenton Hassell,,2001,78,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,9.2
Troy Murphy,,2001,82,17.7,5.9,2.2,5.2,42.1,0,0.1,33.3,1.5,1.9,77.6,1.2,2.7,3.9,0.9,0.4,0.3,1,6.9
Tyson Chandler,,2001,71,19.6,6.1,2.1,4.3,49.7,0,0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,8.6
Vladimir Radmanovic,,2001,61,20.2,6.7,2.4,5.8,41.2,1.1,2.6,42,0.8,1.2,68.1,0.7,3,3.8,1.3,0.9,0.4,1.2,8.1
Will Solomon,,2001,62,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1,3.5
Zach Randolph,,2001,41,5.8,2.8,1.2,2.6,44.9,0,0,0,0.4,0.7,66.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,3
Zeljko Rebraca,,2001,74,15.9,6.9,2.6,5.1,50.5,0,0,0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,0.4,1,1.1,8.6
Adam Harrington,,2002,19,5.8,1.6,0.6,1.9,29.7,0.3,0.7,35.7,0.2,0.2,75,0.1,0.4,0.4,0.6,0.1,0.1,0.1,1.3
Amar'e Stoudemire,,2002,82,31.3,13.5,4.8,10.1,47.2,0,0.1,20,3.9,5.9,66.1,3,5.7,8.8,1,0.8,1.1,2.3,15.4
Carlos Boozer,,2002,81,25.3,10,4.1,7.6,53.6,0,0,0,1.8,2.4,77.1,2.5,5,7.5,1.3,0.7,0.6,1.3,14.8
Caron Butler,,2002,78,36.6,15.4,5.5,13.2,41.6,0.4,1.4,31.8,4,4.8,82.4,1.7,3.4,5.1,2.7,1.8,0.4,2.5,14.3
Casey Jacobsen,,2002,72,15.9,5.1,1.7,4.5,37.3,0.7,2.3,31.5,1,1.5,68.6,0.4,0.8,1.2,1,0.5,0.1,0.8,3.8
Chris Jefferies,,2002,51,13.1,3.9,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,1.2,0.4,0.4,0.3,0.9,2.6
Chris Wilcox,,2002,46,10.4,3.7,1.6,3,52.1,0,0,0,0.5,1.1,50,0.7,1.6,2.3,0.5,0.1,0.3,0.6,4.3
Dajuan Wagner,,2002,47,29.5,13.4,4.7,12.9,36.9,1.2,3.7,31.6,2.7,3.4,80,0.4,1.3,1.7,2.8,0.8,0.1,1.8,8.2
Dan Dickau,,2002,50,10.3,3.7,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,0.9,1.7,0.3,0,1.1,3.4
Dan Gadzuric,,2002,49,15.5,3.4,1.4,3,48.3,0,0,0,0.6,1.1,51.8,1.3,2.7,4,0.2,0.5,1.1,0.6,6.5
Drew Gooden,,2002,70,26.8,12.5,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3,71.2,2.3,4.2,6.5,1.2,0.8,0.5,2.1,12.4
Efthimios Rentzias,,2002,35,4.1,1.5,0.6,1.7,33.9,0.1,0.2,50,0.2,0.3,88.9,0.3,0.5,0.7,0.2,0.2,0.1,0.1,1.4
Gordan Giricek,,2002,76,28.3,12.3,4.6,10.6,43.6,1.1,3.3,34.1,2,2.4,82,0.5,2.7,3.1,1.8,0.7,0.1,1.9,9.7
Igor Rakocevic,,2002,42,5.8,1.9,0.5,1.4,37.9,0.1,0.3,41.7,0.7,0.9,80.6,0.1,0.3,0.4,0.8,0.1,0,0.6,1.6
J.R. Bremer,,2002,64,23.5,8.3,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,0.3,2,2.3,2.6,0.6,0.1,0.9,7.8
Jay Williams,,2002,75,26.1,9.5,3.6,9.1,39.9,0.9,2.7,32.2,1.4,2.1,64,0.4,2.2,2.6,4.7,1.1,0.2,2.3,9.6
Jiri Welsch,,2002,37,6.3,1.6,0.5,2,25.3,0,0.1,25,0.6,0.8,75.9,0.3,0.4,0.8,0.7,0.2,0.1,0.5,1.2
John Salmons,,2002,64,7.9,2.1,0.8,1.8,41.4,0.2,0.5,32.3,0.4,0.5,74.3,0.3,0.7,0.9,0.7,0.3,0.1,0.5,2.4
Juan Dixon,,2002,42,15.4,6.4,2.5,6.5,38.4,0.6,2,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1,0.6,0.1,1,4.6
Juaquin Hawkins,,2002,58,11.8,2.3,1,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50,0.3,1.1,1.3,0.8,0.5,0.1,0.5,2.8
Junior Harrington,,2002,82,24.4,5.1,2.1,5.7,36.2,0.1,0.3,25,0.9,1.4,65.2,0.5,2.5,3,3.4,1,0.2,1.9,6.7
Kareem Rush,,2002,76,11.5,3,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1.2,0.9,0.1,0.1,0.8,2.5
Lonny Baxter,,2002,55,12.4,4.8,1.7,3.7,46.6,0,0,0,1.3,1.9,68,1.2,1.8,3,0.3,0.2,0.4,0.8,5.2
Manu Ginobili,,2002,69,20.7,7.6,2.5,5.8,43.8,0.7,2.1,34.5,1.8,2.5,73.7,0.7,1.7,2.3,2,1.4,0.3,1.4,8.2
Marcus Haislip,,2002,39,11.3,4.1,1.7,3.9,43.1,0.1,0.3,25,0.7,1,68.4,0.5,0.8,1.4,0.2,0.2,0.5,0.5,3.3
Marko Jaric,,2002,66,20.9,7.4,2.7,6.8,40.1,0.8,2.5,31.9,1.2,1.6,75.2,0.5,1.9,2.4,2.9,1.5,0.2,1.6,8.4
Mehmet Okur,,2002,72,19,6.9,2.5,5.9,42.6,0.5,1.6,33.9,1.3,1.8,73.3,1.6,3,4.7,1,0.3,0.5,0.9,8.6
Melvin Ely,,2002,52,15.4,4.5,1.8,3.6,49.5,0,0,0,1,1.4,70.3,1.2,2.1,3.3,0.3,0.2,0.6,1,5.8
Mike Batiste,,2002,75,16.6,6.4,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,3.4,0.7,0.6,0.2,0.9,6.5
Mike Dunleavy,,2002,82,15.9,5.7,2,5.1,40.3,0.6,1.8,34.7,1,1.2,78,0.8,1.8,2.6,1.3,0.7,0.2,1.1,6.1
Mike Wilks,,2002,46,15,3.2,1.1,3.2,33.8,0.2,0.8,28.6,0.8,1,78.7,0.4,1.1,1.5,2,0.6,0.1,0.6,4.5
Nene,,2002,80,28.2,10.5,4,7.7,51.9,0,0,0,2.5,4.3,57.8,2.6,3.5,6.1,1.9,1.6,0.8,2.3,13.1
Nikoloz Tskitishvili,,2002,81,16.3,3.9,1.4,4.9,29.3,0.5,1.9,24.3,0.6,0.8,73.8,0.8,1.4,2.2,1.1,0.4,0.4,1,3.3
Pat Burke,,2002,62,12.6,4.3,1.8,4.8,38.2,0,0.1,14.3,0.6,0.9,69,0.9,1.4,2.4,0.4,0.3,0.4,0.8,3.7
Qyntel Woods,,2002,53,6.3,2.4,1.1,2.2,50,0.1,0.2,33.3,0.1,0.4,35,0.3,0.7,1,0.2,0.3,0,0.4,2.2
Rasual Butler,,2002,72,21,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,5.7
Reggie Evans,,2002,67,20.4,3.2,1,2.1,47.1,0,0,0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,8.1
Ryan Humphrey,,2002,48,9.3,1.9,0.7,2.5,29.2,0,0,0,0.5,0.8,59,0.7,1.4,2.1,0.2,0.2,0.4,0.5,2.2
Sean Lampley,,2002,35,13.9,4.8,1.6,3.7,43.4,0,0.1,0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,4.9
Smush Parker,,2002,66,16.7,6.2,2.1,5.1,40.2,0.6,1.8,32.2,1.5,1.8,83.1,0.4,1.4,1.8,2.5,0.7,0.2,2,6
Tamar Slay,,2002,36,7.6,2.6,1.1,2.9,37.9,0.2,0.7,28,0.2,0.3,70,0.2,0.6,0.9,0.4,0.4,0.1,0.6,1.9
Tayshaun Prince,,2002,42,10.4,3.3,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1,1.1,0.6,0.2,0.3,0.5,3.3
Vincent Yarbrough,,2002,59,23.4,6.9,2.8,7.3,39.3,0.4,1.3,26.9,0.8,1.1,79,0.6,2.1,2.7,2.2,1,0.6,1.4,7.4
Yao Ming,2016,2002,82,29,13.5,4.9,9.8,49.8,0,0,50,3.7,4.5,81.1,2.4,5.8,8.2,1.7,0.4,1.8,2.1,17.6
Boris Diaw,,2003,76,25.3,4.5,1.8,4.1,44.7,0.1,0.3,23.1,0.7,1.2,60.2,1.5,3,4.5,2.4,0.8,0.5,1.7,8.2
Brandon Hunter,,2003,36,11.3,3.5,1.5,3.2,45.7,0,0.1,0,0.5,1.2,44.2,1.4,1.9,3.3,0.5,0.4,0,0.6,4.6
Brian Cook,,2003,35,12.6,4.4,1.9,4,47.5,0,0.1,0,0.6,0.8,75,0.9,2,2.9,0.6,0.5,0.5,0.5,6
Carmelo Anthony,,2003,82,36.5,21,7.6,17.9,42.6,0.8,2.6,32.2,5,6.4,77.7,2.2,3.8,6.1,2.8,1.2,0.5,3,16.9
Chris Bosh,,2003,75,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,2.5,4.9,7.4,1,0.8,1.4,1.4,14.4
Chris Kaman,,2003,82,22.5,6.1,2.4,5.3,46,0,0,0,1.2,1.7,69.7,1.5,4.1,5.6,1,0.3,0.9,1.9,8.6
Darius Songaila,,2003,73,13.4,4.6,1.8,3.7,48.7,0,0,0,1,1.2,80.7,1.2,1.8,3.1,0.7,0.6,0.2,0.6,6.4
David West,,2003,71,13.1,3.8,1.5,3.2,47.4,0,0,0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,7
Dwyane Wade,,2003,61,34.9,16.2,6.1,13.1,46.5,0.3,0.9,30.2,3.8,5.1,74.7,1.4,2.7,4,4.5,1.4,0.6,3.2,15.3
Francisco Elson,,2003,62,14.1,3.5,1.5,3.2,47.2,0,0,0,0.5,0.7,66.7,1,2.2,3.3,0.5,0.6,0.6,0.6,6
Jarvis Hayes,,2003,70,29.2,9.6,4,9.9,40,0.6,1.9,30.5,1.1,1.4,78.6,1,2.8,3.8,1.5,1,0.2,1.6,8.2
Jason Kapono,,2003,41,10.4,3.5,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1.3,0.3,0.3,0.1,0.5,3.1
Josh Howard,,2003,67,23.7,8.6,3.4,7.9,43,0.3,1,30.3,1.4,2.1,70.3,2.2,3.3,5.5,1.4,1,0.8,1,11.2
Keith Bogans,,2003,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,4.3,1.3,0.6,0.1,1,8
Kirk Hinrich,,2003,76,35.6,12,4.2,10.8,38.6,1.9,4.9,39,1.8,2.2,80.4,0.6,2.9,3.4,6.8,1.3,0.3,2.7,14.1
Kyle Korver,,2003,74,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,3.5
Leandro Barbosa,,2003,70,21.4,7.9,3,6.7,44.7,1.2,3,39.5,0.7,0.9,77,0.3,1.4,1.8,2.4,1.3,0.1,1.7,7.8
LeBron James,,2003,79,39.5,20.9,7.9,18.9,41.7,0.8,2.7,29,4.4,5.8,75.4,1.3,4.2,5.5,5.9,1.6,0.7,3.5,18.8
Linton Johnson,,2003,41,17.9,4.2,1.8,5,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3,4.5,0.7,0.9,0.8,0.9,6.6
Luke Ridnour,,2003,69,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,6
Luke Walton,,2003,72,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,4.2
Maciej Lampe,,2003,21,10.7,4.6,2,4.2,48.9,0,0.2,0,0.5,0.6,76.9,0.4,1.7,2.1,0.4,0.1,0.1,0.7,4.4
Marcus Banks,,2003,81,17.1,5.9,2.2,5.5,40,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,5.8
Marquis Daniels,,2003,56,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,9.5
Matt Barnes,,2003,38,19.1,4.5,1.7,3.6,45.7,0.1,0.3,15.4,1.1,1.6,70.5,1.4,2.6,4,1.3,0.7,0.1,1.2,6.9
Matt Carroll,,2003,16,4.4,1.2,0.4,1,43.8,0.1,0.2,33.3,0.3,0.4,66.7,0.1,0.3,0.4,0.1,0.1,0,0.4,0.7
Michael Sweetney,,2003,42,11.8,4.3,1.6,3.3,49.3,0,0,0,1,1.4,72.4,1.6,2.1,3.7,0.3,0.4,0.3,0.8,6.2
Mickael Pietrus,,2003,53,14.1,5.3,1.8,4.4,41.6,0.7,2,33.3,1,1.4,69.3,0.9,1.3,2.2,0.5,0.6,0.2,0.8,5.1
Mo Williams,,2003,57,13.5,5,2,5.3,38,0.2,0.7,25.6,0.8,1,78.6,0.4,0.9,1.3,1.3,0.5,0,0.9,3.7
Raul Lopez,,2003,82,19.7,7,2.7,6.3,43.1,0.3,1,29.4,1.2,1.4,86.3,0.3,1.6,1.9,3.7,0.8,0,2.1,7.5
Reece Gaines,,2003,38,9.6,1.8,0.7,2.3,29.1,0.1,0.3,30,0.4,0.7,64,0.2,0.8,1,1.1,0.3,0.1,0.5,1.9
Richie Frahm,,2003,54,8.7,3.4,1.2,2.6,45.3,0.6,1.7,37,0.4,0.5,88.5,0.2,0.8,1,0.4,0.3,0.1,0.1,3.6
Ronald Dupree,,2003,47,19,6.2,2.4,6,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,3.6,1.2,0.7,0.4,1.1,6.4
