draft_year,round,pick,team,player,college,yrs,g,mp,pts,trb,ast,fg,3p,ft,minuts_played,points,total_rebounds,assists,win_share,win_sharess_48,box_plus_minus,value_over_replacement
1996,2,49,ORL,Amal McCaskill,Marquette University,4,114,968,204,213,36,0.377,0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.4,-0.6
1996,2,50,HOU,Terrell Bell,University of Georgia,,,,,,,,,,,,,,,,,
1996,2,51,VAN,Chris Robinson,Western Kentucky University,2,76,1095,350,117,104,0.376,0.374,0.571,14.4,4.6,1.5,1.4,-0.1,-0.003,-4.1,-0.6
1996,2,52,IND,Mark Pope,University of Kentucky,6,153,1634,285,261,63,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-3.2,-0.5
1996,2,53,MIL,Jeff Nordgaard,University of Wisconsin-Green Bay,1,13,48,18,14,3,0.278,,0.889,3.7,1.4,1.1,0.2,0,0.043,-6.8,-0.1
1996,2,54,UTA,Shandon Anderson,University of Georgia,10,719,15946,5327,2252,1007,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071,-0.8,4.9
1996,2,55,WSB,Ronnie Henderson,Louisiana State University,,,,,,,,,,,,,,,,,
1996,2,56,CLE,Reggie Geary,University of Arizona,2,101,931,209,82,110,0.344,0.328,0.493,9.2,2.1,0.8,1.1,0.6,0.032,-3.2,-0.3
1996,2,57,SEA,Drew Barry,Georgia Institute of Technology,3,60,598,134,67,111,0.417,0.381,0.774,10,2.2,1.1,1.9,0.6,0.051,-4.5,-0.4
1996,2,58,DAL,Darnell Robinson,University of Arkansas,,,,,,,,,,,,,,,,,
1995,1,1,GSW,Joe Smith,University of Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107,-1.1,5.9
1995,1,2,LAC,Antonio McDyess,University of Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119,0.3,16.4
1995,1,3,PHI,Jerry Stackhouse,University of North Carolina,18,970,30222,16409,3067,3240,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,-0.3,12.8
1995,1,4,WSB,Rasheed Wallace,University of North Carolina,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.1,37.5
1995,1,5,MIN,Kevin Garnett,,21,1462,50418,26071,14662,5445,0.497,0.275,0.789,34.5,17.8,10,3.7,191.4,0.182,5.4,94
1995,1,6,VAN,Bryant Reeves,Oklahoma State University,6,395,12071,4945,2745,623,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052,-2.6,-1.8
1995,1,7,TOR,Damon Stoudamire,University of Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.1,15.4
1995,1,8,POR,Shawn Respert,Michigan State University,4,172,2350,851,226,177,0.414,0.34,0.816,13.7,4.9,1.3,1,2.1,0.043,-3.6,-0.9
1995,1,9,NJN,Ed O'Bannon,"University of California, Los Angeles",2,128,2062,634,316,102,0.367,0.222,0.755,16.1,5,2.5,0.8,1.1,0.025,-3.8,-1
1995,1,10,MIA,Kurt Thomas,Texas Christian University,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.1,13.2
1995,1,11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113,-1.3,1.7
1995,1,12,DAL,Cherokee Parks,Duke University,9,472,7459,2056,1703,265,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2.1,-0.1
1995,1,13,SAC,Corliss Williamson,University of Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,-2.4,-1.9
1995,1,14,BOS,Eric Williams,Providence College,12,658,15731,5642,2139,936,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.8
1995,1,15,DEN,Brent Barry,Oregon State University,14,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,2.6,27.2
1995,1,16,ATL,Alan Henderson,Indiana University,12,652,13780,5094,3249,397,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097,-1.7,1.1
1995,1,17,CLE,Bob Sura,Florida State University,10,657,15597,5654,2240,2474,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.3,9.2
1995,1,18,DET,Theo Ratliff,University of Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0.9,15.1
1995,1,19,DET,Randolph Childress,Wake Forest University,2,51,405,124,25,49,0.328,0.273,0.8,7.9,2.4,0.5,1,-0.2,-0.026,-6.4,-0.4
1995,1,20,CHI,Jason Caffey,University of Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-2.7,-1.6
1995,1,21,PHO,Michael Finley,University of Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1,29.2
1995,1,22,CHH,George Zidek,"University of California, Los Angeles",3,135,1328,453,286,32,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.9
1995,1,23,IND,Travis Best,Georgia Institute of Technology,10,708,15150,5376,1249,2444,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.9,4
1995,1,24,DAL,Loren Meyer,Iowa State University,3,140,2044,645,480,77,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-6.2,-2.2
1995,1,25,ORL,David Vaughn,University of Memphis,4,118,1156,341,361,36,0.423,0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,-5.5,-1
1995,1,26,SEA,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,0.375,0.16,0.765,5,3.2,0.9,0.2,0.4,0.124,-4.9,-0.1
1995,1,27,PHO,Mario Bennett,Arizona State University,4,68,606,269,182,24,0.534,0.333,0.511,8.9,4,2.7,0.4,1.9,0.153,0.3,0.3
1995,1,28,UTA,Greg Ostertag,University of Kansas,11,756,14753,3512,4145,443,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,0.7,10
1995,1,29,SAS,Cory Alexander,University of Virginia,7,307,4847,1677,481,834,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3,0.03,-2.2,-0.2
1995,1,30,DET,Lou Roe,University of Massachusetts Amherst,2,66,479,130,92,21,0.333,0.25,0.647,7.3,2,1.4,0.3,0,-0.001,-5.7,-0.5
1995,2,31,CHI,Dragan Tarlac,,1,43,598,103,122,31,0.394,,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-6.3,-0.7
1995,2,32,WSB,Terrence Rencher,University of Texas at Austin,1,36,405,106,44,54,0.33,0.31,0.674,11.3,2.9,1.2,1.5,-0.2,-0.021,-5.5,-0.4
1995,2,33,BOS,Junior Burrough,University of Virginia,1,61,495,189,109,15,0.376,,0.656,8.1,3.1,1.8,0.2,-0.2,-0.018,-7.9,-0.7
1995,2,34,GSW,Andrew DeClercq,University of Florida,10,587,9847,2815,2488,339,0.507,0,0.621,16.8,4.8,4.2,0.6,19.3,0.094,-1,2.4
1995,2,35,TOR,Jimmy King,University of Michigan,2,64,890,285,112,90,0.429,0.147,0.691,13.9,4.5,1.8,1.4,0,0.001,-5.5,-0.8
1995,2,36,VAN,Lawrence Moten,Syracuse University,3,119,1814,747,181,182,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0,0.001,-3.7,-0.8
1995,2,37,LAL,Frankie King,Western Carolina University,2,13,79,27,16,7,0.357,0.333,0.75,6.1,2.1,1.2,0.5,0,0.025,-4.2,0
1995,2,38,MIL,Rashard Griffith,University of Wisconsin,,,,,,,,,,,,,,,,,
1995,2,39,CLE,Donny Marshall,University of Connecticut,5,119,919,293,121,36,0.321,0.336,0.681,7.7,2.5,1,0.3,0.9,0.045,-4.7,-0.6
1995,2,40,GSW,Dwayne Whitfield,Jackson State University,1,8,122,40,25,2,0.433,,0.636,15.3,5,3.1,0.3,0,0.01,-8.5,-0.2
1995,2,41,HOU,Erik Meek,Duke University,,,,,,,,,,,,,,,,,
1995,2,42,ATL,Donnie Boyce,University of Colorado,2,30,195,79,25,16,0.349,0.25,0.5,6.5,2.6,0.8,0.5,-0.3,-0.064,-5.6,-0.2
1995,2,43,MIL,Eric Snow,Michigan State University,13,846,23132,5791,2141,4245,0.424,0.208,0.763,27.3,6.8,2.5,5,43.4,0.09,-1.3,4.3
1995,2,44,DEN,Anthony Pelle,"California State University, Fresno",,,,,,,,,,,,,,,,,
1995,2,45,ATL,Troy Brown,Providence College,,,,,,,,,,,,,,,,,
1995,2,46,MIA,George Banks,University of Texas at El Paso,,,,,,,,,,,,,,,,,
1995,2,47,SAC,Tyus Edney,"University of California, Los Angeles",4,226,4743,1728,393,910,0.405,0.322,0.806,21,7.6,1.7,4,6.8,0.068,-2.7,-0.9
1995,2,48,MIN,Mark Davis,Texas Tech University,5,230,3681,1261,697,294,0.442,0.246,0.655,16,5.5,3,1.3,2.3,0.03,-1.7,0.3
1995,2,49,MIN,Jerome Allen,University of Pennsylvania,2,117,1305,336,123,201,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006,-4.2,-0.7
1995,2,50,GSW,Martin Lewis,Seward County Community College,2,25,239,89,35,7,0.473,0.3,0.593,9.6,3.6,1.4,0.3,0.1,0.026,-5.8,-0.2
1995,2,51,SAC,Dejan Bodiroga,,,,,,,,,,,,,,,,,,
1995,2,52,IND,Fred Hoiberg,Iowa State University,10,541,9978,2944,1438,846,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,0.7,6.9
1995,2,53,LAC,Constantin Popa,University of Miami,,,,,,,,,,,,,,,,,
1995,2,54,SEA,Aurelijius Zukauskas,,,,,,,,,,,,,,,,,,
1995,2,55,GSW,Michael McDonald,University of New Orleans,1,1,4,0,1,0,,,,4,0,1,0,-0.1,-0.638,-23.4,0
1995,2,56,PHO,Chris Carr,Southern Illinois University,6,297,4505,1988,658,294,0.416,0.338,0.807,15.2,6.7,2.2,1,3.9,0.042,-4.1,-2.4
1995,2,57,ATL,Cuonzo Martin,Purdue University,2,7,32,9,3,3,0.25,0.6,0,4.6,1.3,0.4,0.4,-0.1,-0.151,-8.6,-0.1
1995,2,58,DET,Don Reid,Georgetown University,8,403,5374,1454,1169,143,0.53,0,0.658,13.3,3.6,2.9,0.4,13.7,0.123,-0.2,2.4
1994,1,1,MIL,Glenn Robinson,Purdue University,11,688,25346,14234,4189,1879,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,-0.4,10.3
1994,1,2,DAL,Jason Kidd,University of California,19,1391,50111,17529,8725,12091,0.4,0.349,0.785,36,12.6,6.3,8.7,138.6,0.133,4.2,78.2
1994,1,3,DET,Grant Hill,Duke University,18,1026,34776,17137,6169,4252,0.483,0.314,0.769,33.9,16.7,6,4.1,99.9,0.138,2.8,42.5
1994,1,4,MIN,Donyell Marshall,University of Connecticut,15,957,25027,10716,6376,1305,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59,0.113,1,19.1
1994,1,5,WSB,Juwan Howard,University of Michigan,19,1208,36654,16159,7428,2663,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078,-0.9,10.1
1994,1,6,PHI,Sharone Wright,Clemson University,4,203,4531,1974,1023,118,0.456,0.083,0.618,22.3,9.7,5,0.6,1.4,0.015,-5.6,-4.1
1994,1,7,LAC,Lamond Murray,University of California,11,736,18477,8286,3033,978,0.43,0.36,0.759,25.1,11.3,4.1,1.3,19.8,0.052,-1.7,1.4
1994,1,8,SAC,Brian Grant,Xavier University,12,756,21417,7933,5622,923,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122,-0.1,10.4
1994,1,9,BOS,Eric Montross,University of North Carolina,8,465,8479,2071,2159,207,0.49,0,0.478,18.2,4.5,4.6,0.4,8.5,0.048,-3.4,-3
1994,1,10,LAL,Eddie Jones,Temple University,14,954,32778,14155,3857,2812,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,3.5,45.1
1994,1,11,SEA,Carlos Rogers,Tennessee State University,8,298,5654,2196,1272,182,0.536,0.258,0.562,19,7.4,4.3,0.6,11.1,0.095,-1.8,0.2
1994,1,12,MIA,Khalid Reeves,University of Arizona,6,277,5837,2167,580,886,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069,-1.6,0.6
1994,1,13,DEN,Jalen Rose,University of Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.3,11.9
1994,1,14,NJN,Yinka Dare,George Washington University,4,110,1002,233,281,4,0.396,,0.57,9.1,2.1,2.6,0,-0.7,-0.033,-9.8,-2
1994,1,15,IND,Eric Piatkowski,University of Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839,18.5,7.5,2.2,1,31,0.102,-0.5,5.5
1994,1,16,GSW,Clifford Rozier,University of Louisville,4,173,2984,827,897,98,0.496,0.182,0.465,17.2,4.8,5.2,0.6,3.9,0.063,-2.1,-0.1
1994,1,17,POR,Aaron McKie,Temple University,13,793,19156,5871,2587,2126,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40,0.1,0.7,12.9
1994,1,18,MIL,Eric Mobley,University of Pittsburgh,3,113,1570,440,351,57,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,0.034,-4,-0.8
1994,1,19,DAL,Tony Dumas,University of Missouri-Kansas City,4,156,2222,1140,198,186,0.404,0.327,0.608,14.2,7.3,1.3,1.2,1.3,0.027,-4.8,-1.6
1994,1,20,PHI,B.J. Tyler,University of Texas at Austin,1,55,809,195,62,174,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-7.2,-1.1
1994,1,21,CHI,Dickey Simpkins,Providence College,7,327,5201,1388,1187,305,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-3.8,-2.3
1994,1,22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,0.444,0.222,0.743,11,2.7,2,0.4,1.6,0.047,-3.6,-0.6
1994,1,23,PHO,Wesley Person,Auburn University,11,733,20727,8192,2402,1234,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44,0.102,0.6,13.8
1994,1,24,NYK,Monty Williams,University of Notre Dame,9,456,7624,2884,1296,544,0.481,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.072,-1.8,0.5
1994,1,25,LAC,Greg Minor,University of Louisville,5,277,5144,1902,741,384,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,-2.2,-0.3
1994,1,26,NYK,Charlie Ward,Florida State University,11,630,14080,3947,1648,2539,0.408,0.364,0.771,22.3,6.3,2.6,4,33,0.113,1.8,13.3
1994,1,27,ORL,Brooks Thompson,Oklahoma State University,4,168,1714,760,158,281,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2,0.057,-1.7,0.1
1994,1,28,DAL,Deon Thomas,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,
1994,1,29,PHO,Antonio Lang,Duke University,6,143,1395,329,210,50,0.455,0,0.719,9.8,2.3,1.5,0.3,1.7,0.057,-2.8,-0.3
1994,1,30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,-2.2,-1
1994,2,31,ORL,Rodney Dent,University of Kentucky,,,,,,,,,,,,,,,,,
1994,2,32,WSB,Jim McIlvaine,Marquette University,7,401,5927,1072,1243,105,0.446,0.1,0.551,14.8,2.7,3.1,0.3,9.4,0.076,-0.1,2.8
1994,2,33,PHI,Derrick Alston,Duquesne University,3,139,2657,751,525,94,0.489,0.143,0.487,19.1,5.4,3.8,0.7,2.6,0.047,-2.1,-0.1
1994,2,34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,4,42,15,5,1,0.333,0,1,10.5,3.8,1.3,0.3,0.1,0.076,-7,-0.1
1994,2,35,SAC,Michael Smith,Providence College,7,449,10552,2527,3193,661,0.538,0.143,0.529,23.5,5.6,7.1,1.5,23.4,0.107,1.3,8.7
1994,2,36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,
1994,2,37,SEA,Dontonio Wingfield,University of Cincinnati,4,114,1146,423,275,76,0.389,0.309,0.721,10.1,3.7,2.4,0.7,1.8,0.074,-1.4,0.2
1994,2,38,CHH,Darrin Hancock,University of Kansas,3,133,1395,467,169,89,0.53,0.333,0.579,10.5,3.5,1.3,0.7,1.1,0.038,-3.4,-0.5
1994,2,39,GSW,Anthony Miller,Michigan State University,8,181,1637,510,488,66,0.51,0.25,0.576,9,2.8,2.7,0.4,3.8,0.11,-2.4,-0.2
1994,2,40,MIA,Jeff Webster,University of Oklahoma,1,11,58,18,7,3,0.348,0.333,,5.3,1.6,0.6,0.3,0,-0.03,-5.8,-0.1
1994,2,41,IND,William Njoku,,,,,,,,,,,,,,,,,,
1994,2,42,CLE,Gary Collier,University of Tulsa,,,,,,,,,,,,,,,,,
1994,2,43,POR,Shawnelle Scott,St. John's University,4,105,634,189,228,20,0.464,,0.465,6,1.8,2.2,0.2,1.3,0.101,-3.1,-0.2
1994,2,44,IND,Damon Bailey,Indiana University,,,,,,,,,,,,,,,,,
1994,2,45,GSW,Dwayne Morton,University of Louisville,1,41,395,167,58,18,0.388,0.36,0.682,9.6,4.1,1.4,0.4,0.2,0.025,-5.1,-0.3
1994,2,46,MIL,Voshon Lenard,University of Minnesota,11,565,15349,6745,1609,1180,0.415,0.384,0.787,27.2,11.9,2.8,2.1,29.6,0.093,-0.3,6.7
1994,2,47,UTA,Jamie Watson,University of South Carolina,4,102,1248,323,149,117,0.468,0.316,0.694,12.2,3.2,1.5,1.1,1.2,0.045,-1,0.3
1994,2,48,DET,Jevon Crudup,University of Missouri,,,,,,,,,,,,,,,,,
1994,2,49,CHI,Kris Bruton,Benedict College,,,,,,,,,,,,,,,,,
1994,2,50,PHO,Charles Claxton,University of Georgia,1,3,7,2,2,0,0.5,,0,2.3,0.7,0.7,0,0,-0.179,-11.1,0
1994,2,51,SAC,Lawrence Funderburke,Ohio State University,7,318,4726,2031,1142,183,0.506,0.118,0.675,14.9,6.4,3.6,0.6,12.9,0.131,-2.2,-0.2
1994,2,52,PHO,Anthony Goldwire,University of Houston,8,266,4951,1667,359,737,0.407,0.386,0.792,18.6,6.3,1.3,2.8,6.4,0.062,-3.3,-1.6
1994,2,53,HOU,Albert Burditt,University of Texas at Austin,,,,,,,,,,,,,,,,,
1994,2,54,SEA,Zeljko Rebraca,,5,215,3280,1276,688,88,0.527,,0.792,15.3,5.9,3.2,0.4,8.3,0.121,-2.5,-0.4
1993,1,1,ORL,Chris Webber,University of Michigan,15,831,30847,17182,8124,3526,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132,3.9,45.9
1993,1,2,PHI,Shawn Bradley,Brigham Young University,12,832,19531,6752,5268,573,0.457,0.103,0.716,23.5,8.1,6.3,0.7,40.7,0.1,0.5,12.3
1993,1,3,GSW,Anfernee Hardaway,University of Memphis,14,704,23711,10684,3146,3525,0.458,0.316,0.774,33.7,15.2,4.5,5,61.9,0.125,2.6,27.2
1993,1,4,DAL,Jamal Mashburn,University of Kentucky,11,611,22762,11644,3271,2414,0.418,0.345,0.766,37.3,19.1,5.4,4,43.7,0.092,0.2,12.9
1993,1,5,MIN,Isaiah Rider,"University of Nevada, Las Vegas",9,563,17851,9405,2166,1535,0.443,0.352,0.812,31.7,16.7,3.8,2.7,22.8,0.061,-1.2,3.6
1993,1,6,WSB,Calbert Cheaney,Indiana University,13,825,22007,7826,2610,1398,0.466,0.298,0.691,26.7,9.5,3.2,1.7,23.1,0.05,-2.1,-0.7
1993,1,7,SAC,Bobby Hurley,Duke University,5,269,4170,1032,283,880,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,-0.014,-7.5,-5.8
1993,1,8,MIL,Vin Baker,University of Hartford,13,791,25737,11839,5867,1509,0.485,0.215,0.638,32.5,15,7.4,1.9,47,0.088,-0.4,10.4
1993,1,9,DEN,Rodney Rogers,Wake Forest University,12,866,21873,9468,3881,1722,0.451,0.347,0.69,25.3,10.9,4.5,2,38.8,0.085,0.5,13.8
1993,1,10,DET,Lindsey Hunter,Jackson State University,17,937,23253,7956,2021,2506,0.388,0.36,0.746,24.8,8.5,2.2,2.7,32.9,0.068,-0.4,9.5
1993,1,11,DET,Allan Houston,University of Tennessee,12,839,28311,14551,2434,1990,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094,-0.6,9.9
1993,1,12,LAL,George Lynch,University of North Carolina,12,774,17683,5109,3902,1121,0.446,0.306,0.652,22.8,6.6,5,1.4,32.3,0.088,0.6,11.5
1993,1,13,LAC,Terry Dehere,Seton Hall University,6,402,7305,3235,588,1034,0.411,0.378,0.779,18.2,8,1.5,2.6,7.3,0.048,-3.4,-2.6
1993,1,14,IND,Scott Haskin,Oregon State University,1,27,186,55,55,6,0.467,,0.684,6.9,2,2,0.2,0.3,0.087,-2.9,0
1993,1,15,ATL,Doug Edwards,Florida State University,3,85,838,203,153,60,0.378,0,0.709,9.9,2.4,1.8,0.7,0.2,0.013,-4.6,-0.6
1993,1,16,NJN,Rex Walters,University of Kansas,7,335,4602,1547,403,569,0.441,0.361,0.809,13.7,4.6,1.2,1.7,6.3,0.066,-3.3,-1.5
1993,1,17,CHH,Greg Graham,Indiana University,5,207,2530,938,219,201,0.407,0.29,0.775,12.2,4.5,1.1,1,1.3,0.025,-4.4,-1.6
1993,1,18,UTA,Luther Wright,Seton Hall University,1,15,92,19,10,0,0.348,0,0.75,6.1,1.3,0.7,0,-0.1,-0.064,-10.1,-0.2
1993,1,19,BOS,Acie Earl,University of Iowa,4,193,2512,980,517,61,0.403,0,0.667,13,5.1,2.7,0.3,0.3,0.005,-6.9,-3.1
1993,1,20,CHH,Scott Burrell,University of Connecticut,8,383,7592,2647,1332,527,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.104,1.2,6.1
1993,1,21,POR,James Robinson,University of Alabama,7,381,6935,2882,660,715,0.394,0.348,0.666,18.2,7.6,1.7,1.9,5.8,0.04,-2.7,-1.2
1993,1,22,CLE,Chris Mills,University of Arizona,10,568,17282,6357,2808,1063,0.432,0.351,0.817,30.4,11.2,4.9,1.9,37.7,0.105,0,8.8
1993,1,23,SEA,Ervin Johnson,University of New Orleans,13,845,16989,3473,5148,387,0.505,0.2,0.605,20.1,4.1,6.1,0.5,37.8,0.107,0,8.7
1993,1,24,HOU,Sam Cassell,Florida State University,15,993,29812,15635,3221,5939,0.454,0.331,0.861,30,15.7,3.2,6,87.5,0.141,1.4,25.4
1993,1,25,CHI,Corie Blount,University of Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587,15.4,3.6,4.2,0.7,18.2,0.088,-1,2.4
1993,1,26,ORL,Geert Hammink,Louisiana State University,3,8,27,14,7,2,0.4,,0.667,3.4,1.8,0.9,0.3,0.1,0.089,-8.4,0
1993,1,27,PHO,Malcolm Mackey,Georgia Institute of Technology,1,22,69,32,24,1,0.378,0,0.5,3.1,1.5,1.1,0,0.1,0.036,-10.7,-0.2
1993,1,28,DAL,Lucious Harris,"California State University, Long Beach",12,800,15701,5784,1864,1130,0.426,0.348,0.79,19.6,7.2,2.3,1.4,28.7,0.088,-1.9,0.5
1993,1,29,MIN,Sherron Mills,Virginia Commonwealth University,,,,,,,,,,,,,,,,,
1993,1,30,WSB,Gheorghe Muresan,,6,307,6729,3020,1957,150,0.573,0,0.644,21.9,9.8,6.4,0.5,19,0.136,-0.5,2.5
1993,2,31,SAC,Evers Burns,University of Maryland,1,23,143,56,30,9,0.4,,0.522,6.2,2.4,1.3,0.4,0.1,0.02,-4.8,-0.1
1993,2,32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,0.308,0.1,0.5,10.4,3.2,1.8,0.9,-0.4,-0.153,-9.9,-0.2
1993,2,33,DAL,Eric Riley,University of Michigan,5,186,1844,574,479,60,0.456,0,0.704,9.9,3.1,2.6,0.3,2.5,0.066,-3,-0.5
1993,2,34,GSW,Darnell Mee,Western Kentucky University,2,40,293,76,36,18,0.312,0.222,0.444,7.3,1.9,0.9,0.5,-0.1,-0.02,-3.6,-0.1
1993,2,35,MIA,Ed Stokes,University of Arizona,1,4,17,3,4,1,0.333,,0.5,4.3,0.8,1,0.3,0,-0.077,-5.4,0
1993,2,36,NJN,John Best,Tennessee Technological University,,,,,,,,,,,,,,,,,
1993,2,37,LAL,Nick Van Exel,University of Cincinnati,13,880,28969,12658,2545,5777,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093,-0.4,11.4
1993,2,38,WSB,Conrad McRae,Syracuse University,,,,,,,,,,,,,,,,,
1993,2,39,IND,Thomas Hill,Duke University,,,,,,,,,,,,,,,,,
1993,2,40,ATL,Rich Manning,University of Washington,2,55,512,182,94,10,0.415,0.4,0.643,9.3,3.3,1.7,0.2,-0.3,-0.028,-10,-1
1993,2,41,CHI,Anthony Reed,Tulane University,,,,,,,,,,,,,,,,,
1993,2,42,SEA,Adonis Jordan,University of Kansas,2,10,97,21,6,22,0.296,0.25,0.5,9.7,2.1,0.6,2.2,0,-0.015,-7.7,-0.1
1993,2,43,DEN,Josh Grant,University of Utah,1,53,382,157,89,24,0.404,0.279,0.759,7.2,3,1.7,0.5,0.5,0.06,-2.8,-0.1
1993,2,44,SAC,Alex Holcombe,Baylor University,,,,,,,,,,,,,,,,,
1993,2,45,UTA,Bryon Russell,"California State University, Long Beach",13,841,19805,6663,2914,1085,0.431,0.369,0.75,23.5,7.9,3.5,1.3,47.4,0.115,1.7,18.5
1993,2,46,HOU,Richard Petruska,"University of California, Los Angeles",1,22,92,53,31,1,0.435,0.467,0.75,4.2,2.4,1.4,0,0,-0.014,-10.8,-0.2
1993,2,47,SAS,Chris Whitney,Clemson University,11,579,10052,3738,815,1613,0.395,0.361,0.875,17.4,6.5,1.4,2.8,21.2,0.101,-1.2,2
1993,2,48,POR,Kevin Thompson,North Carolina State University,1,14,58,13,13,3,0.429,0,0.5,4.1,0.9,0.9,0.2,0,-0.016,-5.6,-0.1
1993,2,49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,,,,,,,,,
1993,2,50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,
1993,2,51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,,,,,,,,,
1993,2,52,SAC,Mike Peplowski,Michigan State University,3,68,705,194,176,26,0.556,0,0.531,10.4,2.9,2.6,0.4,1,0.067,-2.9,-0.2
1993,2,53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,,,,,,,,,
1993,2,54,PHO,Byron Wilson,University of Utah,,,,,,,,,,,,,,,,,
1992,1,1,ORL,Shaquille O'Neal,Louisiana State University,19,1207,41918,28596,13099,3026,0.582,0.045,0.527,34.7,23.7,10.9,2.5,181.7,0.208,5,74
1992,1,2,CHH,Alonzo Mourning,Georgetown University,15,838,25975,14311,7137,946,0.527,0.247,0.692,31,17.1,8.5,1.1,89.7,0.166,1.7,24
1992,1,3,MIN,Christian Laettner,Duke University,13,868,25760,11121,5806,2224,0.48,0.261,0.82,29.7,12.8,6.7,2.6,64.9,0.121,1.6,23.2
1992,1,4,DAL,Jim Jackson,Ohio State University,14,885,29067,12690,4152,2851,0.428,0.365,0.825,32.8,14.3,4.7,3.2,35.8,0.059,-0.7,9.6
